TripID,StartDate,StartTime,EndDate,EndTime,TripDuration,TripDistance,StartLatitude,StartLongitude,EndLatitude,EndLongitude,DayOfWeek,HourNum
ca21596e-7d44-5fb8-9951-42a5c689f6bf,2020-02-13,08:30,2020-02-13,08:30,1,0.163,38.216,-85.759,38.217,-85.76,5,8
8c975ea2-a94f-59b5-bad3-cef409f39d7a,2020-02-13,08:30,2020-02-13,08:45,2,0.438,38.215,-85.759,38.217,-85.762,5,8
9adace7d-0a2b-5891-a397-7787bb865f83,2020-02-13,08:30,2020-02-13,08:30,2,0.752,38.219,-85.763,38.213,-85.762,5,8
4868ccd7-0664-532a-b20b-c51f669d62b7,2020-02-13,08:45,2020-02-13,09:00,4,0.465,38.219,-85.761,38.219,-85.755,5,8
5ef82e98-a2c0-594a-99ec-cf417e5054ea,2020-02-13,08:45,2020-02-13,09:00,3,0.354,38.216,-85.758,38.217,-85.764,5,8
a9fee8ef-c5b5-597e-9e93-95f6302b4c8c,2020-02-13,08:45,2020-02-13,08:45,4,1.137,38.218,-85.759,38.213,-85.752,5,8
a4b505d3-ca7b-549b-bdd5-345fd22aa974,2020-02-13,08:45,2020-02-13,08:45,3,0.815,38.216,-85.754,38.216,-85.745,5,8
5b7863f8-c523-536e-878a-afcb2afd9d44,2020-02-13,09:00,2020-02-13,09:00,7,0.653,38.218,-85.76,38.226,-85.764,5,8
67951ba2-c90d-510f-bcb1-faae2f7e57ee,2020-02-13,09:15,2020-02-13,09:15,3,0.202,38.214,-85.76,38.216,-85.762,5,9
67b1cefa-3796-5aa7-9e62-e4092f025a38,2020-02-13,09:15,2020-02-13,09:15,7,0.010,38.214,-85.76,38.214,-85.76,5,9
0f101dae-0732-50ff-af14-f91d59197b21,2020-02-13,09:15,2020-02-13,09:15,3,0.316,38.215,-85.759,38.214,-85.753,5,9
89448898-6ad6-5e86-ad7a-d63538d21bb3,2020-02-13,09:15,2020-02-13,09:15,4,0.902,38.218,-85.746,38.22,-85.753,5,9
26363a59-fc2f-5d5c-bbc2-4eb222ac5680,2020-02-13,09:30,2020-02-13,09:30,2,0.273,38.219,-85.745,38.22,-85.748,5,9
18e9d252-9c8d-568d-be3c-b870a42153d8,2020-02-13,09:30,2020-02-13,09:45,2,0.089,38.22,-85.757,38.219,-85.758,5,9
07046010-66f0-5002-bda3-5cdc5c3bac6e,2020-02-13,09:30,2020-02-13,09:30,4,0.039,38.218,-85.764,38.218,-85.763,5,9
9449073e-348a-5210-ae9e-6b48f86f43b6,2020-02-13,09:30,2020-02-13,09:30,5,0.706,38.215,-85.758,38.217,-85.762,5,9
ae4f8033-e30d-5ff5-9431-5105d7d61a36,2020-02-13,09:30,2020-02-13,09:30,11,0.644,38.213,-85.756,38.217,-85.762,5,9
4fdffb97-dbc1-58c6-9679-4b1f96bf9565,2020-02-13,09:30,2020-02-13,09:45,6,1.006,38.253,-85.74,38.255,-85.755,5,9
9d1661ea-ce32-5c9a-8ef4-49796acba7e9,2020-02-13,09:30,2020-02-13,09:45,6,1.007,38.253,-85.74,38.255,-85.755,5,9
40b08937-7932-5e91-9abf-c46697c00555,2020-02-13,09:30,2020-02-13,09:30,1,0.515,38.217,-85.763,38.218,-85.759,5,9
541a6888-c490-598a-92f0-be1799cddcbf,2020-02-13,09:45,2020-02-13,10:00,1,0.174,38.216,-85.758,38.218,-85.758,5,9
43e7c53c-f4d1-55ae-9615-fab2f76661cf,2020-02-13,09:45,2020-02-13,10:00,3,0.476,38.221,-85.761,38.216,-85.759,5,9
16d198c4-65f9-5b2c-af18-7fbe182490c6,2020-02-13,09:45,2020-02-13,09:45,2,0.154,38.219,-85.759,38.219,-85.762,5,9
4808b271-a046-51dc-be17-ed681ca53a55,2020-02-13,09:45,2020-02-13,09:45,7,0.060,38.218,-85.763,38.217,-85.764,5,9
3094c652-5514-5355-8214-b1a940a42153,2020-02-13,09:45,2020-02-13,09:45,4,0.637,38.217,-85.755,38.221,-85.763,5,9
d206ed5a-329e-58a9-92ff-e8c098620c26,2020-02-13,10:00,2020-02-13,10:00,2,0.330,38.214,-85.751,38.215,-85.757,5,9
61ac56ec-925e-5306-91d3-1a1ef8358b3c,2020-02-13,10:00,2020-02-13,10:00,3,0.021,38.212,-85.748,38.212,-85.747,5,10
ff6b2aa1-4422-56f2-a3da-88265120cc4a,2020-02-13,10:00,2020-02-13,10:00,6,0.635,38.207,-85.758,38.216,-85.755,5,9
cb55230b-f428-5cc2-974d-d35e82e03037,2020-02-13,10:00,2020-02-13,10:00,4,0.510,38.217,-85.756,38.219,-85.761,5,9
733705c1-f63e-5db1-a70c-9e36c36ce9bd,2020-02-13,10:00,2020-02-13,10:00,3,0.567,38.221,-85.763,38.216,-85.758,5,10
27211bdf-523b-5cfb-86a6-15a656ddd6c4,2020-02-13,10:15,2020-02-13,10:30,4,0.222,38.215,-85.76,38.218,-85.763,5,10
d855879c-826a-5035-84b2-dfaa860f0430,2020-02-13,10:15,2020-02-13,10:30,16,2.487,38.247,-85.752,38.215,-85.763,5,10
aa0b280a-ec63-5361-b1c2-54ad578d79f1,2020-02-13,10:15,2020-02-13,10:15,2,0.009,38.217,-85.759,38.217,-85.759,5,10
1fbfe998-71a6-5f38-9073-9877d4930868,2020-02-13,10:15,2020-02-13,10:15,2,0.355,38.22,-85.759,38.216,-85.758,5,10
9dbe5b5f-ff66-5904-a997-132795c357af,2020-02-13,10:15,2020-02-13,10:30,12,0.057,38.256,-85.758,38.257,-85.758,5,10
3d4b3be1-7093-5bd6-a5cc-7af53bd8526b,2020-02-13,10:15,2020-02-13,10:30,5,1.189,38.214,-85.761,38.219,-85.763,5,10
d8920bd0-43d6-55e2-811b-d8882541a8ad,2020-02-13,10:30,2020-02-13,10:30,6,0.745,38.227,-85.762,38.218,-85.758,5,10
82411d05-b24d-55b4-8372-de85f207516a,2020-02-13,10:30,2020-02-13,11:00,21,2.142,38.252,-85.736,38.257,-85.763,5,10
bbdeb1af-01da-5b23-bbf1-f8b6639355aa,2020-02-13,10:30,2020-02-13,11:00,20,1.776,38.253,-85.738,38.257,-85.765,5,10
ee2fbdb0-fcca-57bb-8e2e-020e63433d95,2020-02-13,10:45,2020-02-13,11:00,3,0.240,38.216,-85.762,38.213,-85.761,5,10
36b6e705-07f8-559a-975d-1635578bdedc,2020-02-13,10:45,2020-02-13,10:45,1,0.407,38.219,-85.762,38.22,-85.76,5,10
50b3c063-8a38-5ee6-b71d-c8a0f9e21c2f,2020-02-13,10:45,2020-02-13,10:45,4,0.274,38.217,-85.758,38.215,-85.756,5,10
0e067b60-79bf-5557-a5b6-12928bbe644c,2020-02-13,11:00,2020-02-13,11:00,0,0.061,38.215,-85.759,38.214,-85.759,5,10
fd10c4a0-3535-5831-a9b5-58f348509437,2020-02-13,11:00,2020-02-13,11:00,2,0.110,38.215,-85.755,38.215,-85.757,5,10
fc2c753f-6eb5-5813-b095-086488b2f4d2,2020-02-13,11:00,2020-02-13,11:00,3,0.071,38.217,-85.762,38.218,-85.763,5,11
15f77bce-9151-5736-8afa-e7b6de733357,2020-02-13,11:00,2020-02-13,11:00,3,0.720,38.216,-85.758,38.219,-85.761,5,10
d8f0a1dc-e9ea-5748-9c88-38ac2f51fce6,2020-02-13,11:15,2020-02-13,11:15,3,0.508,38.218,-85.763,38.223,-85.765,5,11
3e08101e-9ef6-5502-9cd2-f1d7d065fdde,2020-02-13,11:15,2020-02-13,11:30,2,0.254,38.208,-85.767,38.21,-85.765,5,11
8840bf67-fc1c-58ed-81b4-929f8d10964a,2020-02-13,11:15,2020-02-13,11:15,2,0.060,38.217,-85.76,38.218,-85.76,5,11
f266e807-d36a-5d45-9be2-aa0f45edd33a,2020-02-13,11:15,2020-02-13,11:30,10,1.524,38.254,-85.736,38.256,-85.761,5,11
e0efc1bd-e33f-5120-a82f-78184d20b7dc,2020-02-13,11:15,2020-02-13,11:15,3,0.341,38.25,-85.756,38.246,-85.757,5,11
982f1bcb-700e-5a75-b39a-75346ada31c0,2020-02-13,11:15,2020-02-13,11:15,4,0.710,38.219,-85.759,38.223,-85.764,5,11
5476a1af-19d3-54ed-8b61-c9f55e26a52f,2020-02-13,11:30,2020-02-13,11:45,4,0.352,38.215,-85.756,38.214,-85.75,5,11
b62b0cb8-d9cd-5d5b-afe5-7b378f94e0e9,2020-02-13,11:30,2020-02-13,11:45,3,0.448,38.216,-85.757,38.214,-85.752,5,11
9219c33e-f74a-5f64-ac7f-8a2826f54f33,2020-02-13,11:30,2020-02-13,11:30,4,0.458,38.215,-85.757,38.219,-85.752,5,11
66acb4e8-2711-5519-b44d-f8c49d303d8c,2020-02-13,11:30,2020-02-13,11:30,1,0.220,38.219,-85.757,38.22,-85.758,5,11
15bf9040-abe6-57e7-a6db-f2f49537e856,2020-02-13,11:45,2020-02-13,11:45,2,0.304,38.219,-85.763,38.222,-85.763,5,11
123a8e4f-4d78-5d39-82db-3b402436ec93,2020-02-13,11:45,2020-02-13,11:45,2,0.052,38.221,-85.763,38.22,-85.763,5,11
17e6671d-c61f-57dd-81ca-b041c818cbdd,2020-02-13,11:45,2020-02-13,11:45,2,0.492,38.217,-85.764,38.222,-85.765,5,11
60d9a371-bf6e-51ba-a615-1b7485f5afee,2020-02-13,12:00,2020-02-13,12:00,6,0.859,38.216,-85.753,38.204,-85.756,5,11
bfb5357a-3101-51a9-a22f-aab3fed1a905,2020-02-13,12:15,2020-02-13,12:15,4,0.454,38.21,-85.75,38.208,-85.744,5,12
edd58305-911a-5611-b5ac-57246f839b37,2020-02-13,12:15,2020-02-13,13:00,46,0.531,38.207,-85.764,38.199,-85.764,5,12
5c866359-9fc3-5b31-a8a3-3eb82b934c4a,2020-02-13,12:30,2020-02-13,12:30,3,0.394,38.225,-85.762,38.221,-85.761,5,12
4cd30132-a739-585c-8c15-4185f85bdb2c,2020-02-13,12:30,2020-02-13,12:30,5,0.932,38.214,-85.764,38.213,-85.756,5,12
2f4cd368-214b-551a-94e5-30a8144b0df3,2020-02-13,12:30,2020-02-13,12:30,5,1.281,38.257,-85.764,38.257,-85.765,5,12
0737c914-a044-5df0-b268-a7be4fc66d3f,2020-02-13,12:45,2020-02-13,12:45,1,0.139,38.219,-85.754,38.218,-85.755,5,12
12ac2e11-f2c1-5069-b669-64219ce8469e,2020-02-13,12:45,2020-02-13,12:45,5,0.430,38.221,-85.763,38.215,-85.762,5,12
2a928722-6e03-539c-856b-03bb23e71459,2020-02-13,12:45,2020-02-13,12:45,2,0.500,38.213,-85.752,38.213,-85.751,5,12
8c3f4b01-27ea-5f2c-9469-8202856c5ead,2020-02-13,12:45,2020-02-13,13:00,5,0.466,38.215,-85.755,38.217,-85.762,5,12
eeb0f90e-d195-58b0-b3dd-2b08a2e09368,2020-02-13,12:45,2020-02-13,12:45,3,0.430,38.22,-85.765,38.217,-85.76,5,12
e3343c4b-b373-57f6-865a-5dd42ad47a6c,2020-02-13,12:45,2020-02-13,12:45,1,0.181,38.218,-85.763,38.22,-85.764,5,12
7476f246-2665-5c19-b56e-f9bc33200a55,2020-02-13,12:45,2020-02-13,13:00,7,0.692,38.221,-85.763,38.214,-85.759,5,12
f3d95bf8-eac1-558c-b9f6-184bd84c80e0,2020-02-13,13:00,2020-02-13,13:00,3,0.344,38.21,-85.749,38.208,-85.747,5,12
09020edb-6329-5fe8-8952-4d79f81ec599,2020-02-13,13:00,2020-02-13,13:00,2,0.278,38.221,-85.761,38.218,-85.759,5,12
c859ba83-acd4-5c4c-b498-933292b30e67,2020-02-13,13:15,2020-02-13,13:15,3,0.304,38.247,-85.745,38.247,-85.75,5,13
58913157-deb8-5984-989f-871ded339664,2020-02-13,13:15,2020-02-13,13:15,3,0.336,38.217,-85.759,38.221,-85.762,5,13
cb754c79-fd5b-5e34-9210-b91b9eaf0b7a,2020-02-13,13:30,2020-02-13,13:30,2,0.392,38.216,-85.758,38.22,-85.758,5,13
a947b9d3-a190-560a-9f4e-9c3646702033,2020-02-13,13:30,2020-02-13,13:30,1,0.219,38.22,-85.764,38.223,-85.765,5,13
01f3831f-052b-54bb-8ba9-13b7a32a3a80,2020-02-13,13:30,2020-02-13,13:45,5,0.569,38.258,-85.76,38.257,-85.764,5,13
6e599592-3330-580d-8d88-fd1e701fca13,2020-02-13,14:00,2020-02-13,14:00,2,0.029,38.221,-85.761,38.221,-85.761,5,14
50f94be3-56e8-580c-9a43-accf303f0dfc,2020-02-13,14:15,2020-02-13,14:30,4,0.428,38.22,-85.763,38.215,-85.76,5,14
362c6ecd-513f-5ce6-83cc-8b6d25b0c8cb,2020-02-13,14:15,2020-02-13,14:15,1,0.203,38.25,-85.756,38.248,-85.756,5,14
11041721-e1ff-5c6c-89e3-278e41b8f1c7,2020-02-13,14:30,2020-02-13,14:30,4,0.559,38.22,-85.762,38.214,-85.76,5,14
9a4ac08e-7114-5999-8885-171e17e3a0df,2020-02-13,14:45,2020-02-13,14:45,3,0.563,38.253,-85.74,38.256,-85.75,5,14
6ea0649f-150a-5286-a852-5b60d96894d3,2020-02-13,15:00,2020-02-13,15:15,3,0.009,38.219,-85.759,38.218,-85.759,5,15
dec80d04-69d9-5f46-82c0-de642decf5fb,2020-02-13,15:00,2020-02-13,15:00,4,0.551,38.215,-85.758,38.21,-85.762,5,14
2b537372-a13d-598f-a113-de6b4d367b24,2020-02-13,15:00,2020-02-13,15:00,2,0.324,38.214,-85.764,38.218,-85.764,5,15
1f200f94-5a57-5047-97e7-f94ad0b3b363,2020-02-13,15:00,2020-02-13,15:00,2,0.261,38.211,-85.761,38.211,-85.765,5,15
6750c1e0-df70-5802-99c5-8d82931099e9,2020-02-13,15:00,2020-02-13,15:15,19,1.821,38.204,-85.759,38.217,-85.763,5,15
d20965e1-a4b8-5d5f-a749-ad190bdb7013,2020-02-13,15:15,2020-02-13,15:15,3,0.045,38.218,-85.763,38.219,-85.763,5,15
3a2d67b9-74a3-531e-bfb1-2ed66d868ecc,2020-02-13,15:15,2020-02-13,16:00,41,0.881,38.23,-85.733,38.233,-85.719,5,15
29d8bf5b-fc39-5d90-9afd-8175a20ccf8e,2020-02-13,15:15,2020-02-13,15:30,6,1.116,38.208,-85.767,38.221,-85.762,5,15
208895a0-5e01-58f4-9b93-e0499d9ba3d3,2020-02-13,15:30,2020-02-13,15:30,4,0.039,38.219,-85.759,38.22,-85.759,5,15
94ef2af5-581a-5354-8703-bc93ba4766a0,2020-02-13,15:45,2020-02-13,16:00,8,0.786,38.218,-85.76,38.227,-85.766,5,15
e8451e2c-3781-5ddd-b981-f14b63856528,2020-02-13,15:45,2020-02-13,16:00,0,0.027,38.226,-85.765,38.226,-85.765,5,15
e5357236-ee2a-5c3a-ba27-fca3ffb618b3,2020-02-13,15:45,2020-02-13,15:45,3,0.322,38.213,-85.758,38.213,-85.763,5,15
70e5d8cb-5728-5820-a42f-ac2bde2bf772,2020-02-13,15:45,2020-02-13,15:45,2,0.377,38.214,-85.76,38.217,-85.762,5,15
8dfe3e41-3812-59ca-8622-fff0ea7e4add,2020-02-13,16:00,2020-02-13,16:15,5,0.562,38.214,-85.76,38.217,-85.751,5,16
11b6c748-5441-5819-b8a1-2a84cd7aeace,2020-02-13,16:15,2020-02-13,16:30,13,0.999,38.211,-85.774,38.219,-85.761,5,16
7b04d35b-07fe-5ffc-a395-00f45c82f5e7,2020-02-13,16:15,2020-02-13,16:15,2,0.276,38.213,-85.773,38.213,-85.772,5,16
f9f60256-5d58-5f25-af13-72101b4d5127,2020-02-13,16:15,2020-02-13,16:15,3,0.468,38.218,-85.763,38.212,-85.762,5,16
c3dfc90c-17c2-5679-8cc2-18090ea41719,2020-02-13,16:30,2020-02-13,16:30,1,0.194,38.219,-85.759,38.221,-85.761,5,16
aa0d88fc-74f1-54fe-a1bb-835fc839aed0,2020-02-13,16:30,2020-02-13,16:45,6,1.026,38.249,-85.763,38.251,-85.777,5,16
4741412f-2c66-51c7-808d-5742dee91827,2020-02-13,16:30,2020-02-13,16:30,3,0.456,38.223,-85.76,38.229,-85.759,5,16
80d0123d-2bd0-59b5-bfea-8d3b068a6ba6,2020-02-13,16:45,2020-02-13,17:00,10,0.677,38.219,-85.756,38.212,-85.765,5,16
d3121d44-4ef7-50fd-8a62-8e2419d73351,2020-02-13,17:00,2020-02-13,17:15,8,0.148,38.204,-85.751,38.202,-85.751,5,17
35e60e40-aa2e-5e44-93d9-6c6afc334f4c,2020-02-13,17:15,2020-02-13,17:15,3,0.603,38.22,-85.76,38.226,-85.756,5,17
feff6de3-a8b7-5cab-8588-c6f6415aa225,2020-02-13,17:30,2020-02-13,17:30,1,0.299,38.222,-85.763,38.221,-85.764,5,17
ebb8e561-ef33-5153-96fc-948bd8d5b4c7,2020-02-13,17:45,2020-02-13,18:00,4,0.022,38.217,-85.763,38.217,-85.764,5,17
202b318a-dbd6-5f51-82a6-0f8bf295c240,2020-02-13,18:00,2020-02-13,18:00,3,0.090,38.22,-85.758,38.219,-85.759,5,17
8fd4ee7b-d700-5c18-aec5-74d93531707c,2020-02-13,18:30,2020-02-13,18:30,5,0.264,38.218,-85.759,38.218,-85.759,5,18
7633b9ab-b445-5df9-b93c-9ea8977976d2,2020-02-14,03:00,2020-02-14,03:15,5,0.869,38.216,-85.761,38.207,-85.758,6,3
90bf8b53-856c-5268-a375-0dcb4a58df07,2020-02-14,03:00,2020-02-14,03:00,2,0.154,38.226,-85.753,38.224,-85.754,6,3
38be7d9c-8655-5a98-88e1-6ffcb5d7e76f,2020-02-14,03:15,2020-02-14,03:15,0,0.046,38.221,-85.762,38.221,-85.763,6,3
a0424740-a8db-58d1-993c-245dcfa0bc06,2020-02-14,04:45,2020-02-14,04:45,2,0.242,38.217,-85.762,38.219,-85.764,6,4
9958669d-517a-5f53-9406-d00d84fc68b9,2020-02-14,05:00,2020-02-14,05:15,12,0.654,38.214,-85.771,38.205,-85.765,6,5
89aea026-3ed2-5886-b21f-857df97d822e,2020-02-14,05:15,2020-02-14,05:30,3,0.415,38.221,-85.761,38.217,-85.761,6,5
ceaf4055-beb9-59e5-8fea-c2d977e29d52,2020-02-14,05:15,2020-02-14,05:15,2,0.379,38.214,-85.764,38.216,-85.758,6,5
e1daac03-93b3-52be-9de5-b0e2c75b41ca,2020-02-14,05:45,2020-02-14,05:45,6,0.026,38.215,-85.756,38.215,-85.756,6,5
3bc50eed-8ae1-57d1-91d1-248fbce40318,2020-02-14,05:45,2020-02-14,05:45,2,0.419,38.214,-85.752,38.216,-85.757,6,5
609fc40a-f480-5a6c-a9d2-5dea728a91ce,2020-02-14,05:45,2020-02-14,06:00,6,0.863,38.207,-85.758,38.217,-85.759,6,5
6fea485c-292b-595f-abce-3cfbc31aad01,2020-02-14,05:45,2020-02-14,05:45,3,0.531,38.216,-85.758,38.212,-85.762,6,5
9c1d7fd7-eb0a-52be-a98e-fd395f98c1cf,2020-02-14,05:45,2020-02-14,05:45,3,0.383,38.214,-85.764,38.217,-85.759,6,5
414e36f4-168f-5679-81c4-553a3e8bdb30,2020-02-14,06:15,2020-02-14,06:15,2,0.130,38.22,-85.76,38.219,-85.759,6,6
039a0489-3400-5104-ac68-fc4b4038f278,2020-02-14,06:15,2020-02-14,06:15,4,0.622,38.256,-85.75,38.254,-85.755,6,6
8653b267-7827-562f-8e33-7a42660e981b,2020-02-14,06:15,2020-02-14,06:30,19,3.566,38.226,-85.762,38.213,-85.772,6,6
f0a8ea23-e2e4-5e96-8408-bf123b6ee59f,2020-02-14,06:30,2020-02-14,06:30,2,0.368,38.256,-85.762,38.257,-85.759,6,6
21a432d3-320f-5471-af62-0278320f9a61,2020-02-14,06:45,2020-02-14,06:45,4,0.194,38.219,-85.754,38.22,-85.757,6,6
2018ec3c-dbb8-5a50-8cd5-b5e53e5ce925,2020-02-14,06:45,2020-02-14,06:45,3,0.577,38.214,-85.752,38.217,-85.758,6,6
414e7767-1225-53de-b873-c32fabb338af,2020-02-14,06:45,2020-02-14,07:00,2,0.360,38.219,-85.767,38.217,-85.762,6,6
adbdeaed-574c-58f2-8e76-7781427363b3,2020-02-14,06:45,2020-02-14,06:45,2,0.245,38.208,-85.754,38.208,-85.758,6,6
97729a3b-d1cb-5760-9723-aab23e4b9d05,2020-02-14,07:00,2020-02-14,07:00,3,0.281,38.217,-85.755,38.216,-85.758,6,6
611cdf09-69d3-56c1-a510-4d4685cb1368,2020-02-14,07:00,2020-02-14,07:00,5,0.631,38.212,-85.768,38.213,-85.76,6,6
5882b588-6c82-569f-b2dc-8c90bbab44b4,2020-02-14,07:00,2020-02-14,07:00,4,0.567,38.216,-85.754,38.214,-85.761,6,6
11cde6b2-e1ab-5dfa-ac23-1032f0cf936f,2020-02-14,07:30,2020-02-14,07:45,3,0.631,38.215,-85.756,38.21,-85.753,6,7
6f1dc790-8260-5337-bca2-d4e95635ce17,2020-02-14,07:30,2020-02-14,07:30,2,0.317,38.256,-85.761,38.255,-85.757,6,7
473b201f-b468-528a-9c5a-cb9d9d5b7eb4,2020-02-14,07:30,2020-02-14,07:45,5,0.793,38.248,-85.756,38.257,-85.756,6,7
254745c2-1791-5f0c-a3ee-ed8dbccce082,2020-02-14,07:45,2020-02-14,07:45,5,0.579,38.208,-85.756,38.215,-85.758,6,7
1d799e55-a022-5564-85f7-17d9ae9f12a7,2020-02-14,07:45,2020-02-14,08:00,6,0.767,38.227,-85.777,38.221,-85.784,6,7
af5e82c3-0ff4-5461-910c-6bceeb875bcb,2020-02-14,07:45,2020-02-14,07:45,0,0.010,38.226,-85.775,38.226,-85.775,6,7
5065daaf-3944-50ff-bbd9-3280293cda2e,2020-02-14,07:45,2020-02-14,07:45,4,0.399,38.215,-85.758,38.219,-85.754,6,7
03e3f710-07f1-55f0-96be-95d30307c259,2020-02-14,07:45,2020-02-14,07:45,3,0.432,38.213,-85.763,38.214,-85.759,6,7
f0392cae-2902-5483-b2aa-6910c76eecdb,2020-02-14,08:00,2020-02-14,08:00,4,0.073,38.217,-85.759,38.216,-85.759,6,7
4dbe063a-7f9a-5bf2-8980-8f9d3cb3c22f,2020-02-14,08:00,2020-02-14,08:00,5,0.730,38.214,-85.76,38.215,-85.768,6,7
fb087c3b-9027-5d80-bdeb-ed2c54189dfd,2020-02-14,08:15,2020-02-14,08:15,0,0.068,38.221,-85.761,38.22,-85.761,6,8
d7ce4f8e-9019-53a0-9b05-3883328b70e9,2020-02-14,08:15,2020-02-14,08:15,3,0.236,38.217,-85.763,38.217,-85.759,6,8
4a9df38f-6ff9-57b3-9a6d-242968ee90f6,2020-02-14,08:30,2020-02-14,08:30,6,0.553,38.223,-85.764,38.216,-85.76,6,8
0cea64cc-b6fb-5fb4-84e7-78277099b27e,2020-02-14,08:30,2020-02-14,08:30,2,0.098,38.213,-85.76,38.215,-85.76,6,8
33dcf331-d371-5ad0-96f6-5a295afa4cc0,2020-02-14,08:30,2020-02-14,08:30,2,0.143,38.212,-85.758,38.214,-85.758,6,8
f5e3218c-3d52-5044-9fde-9d59688f7f48,2020-02-14,08:45,2020-02-14,09:00,2,0.002,38.214,-85.752,38.214,-85.752,6,8
7feaabb6-b32d-5ea3-b291-813c6076671b,2020-02-14,08:45,2020-02-14,09:00,3,0.233,38.218,-85.76,38.22,-85.763,6,8
ea7128d7-0f95-58bb-b2d9-1addb7467652,2020-02-14,09:00,2020-02-14,09:00,3,0.148,38.205,-85.764,38.204,-85.762,6,9
2f10bc91-c324-5159-83d6-1eac6f405292,2020-02-14,09:00,2020-02-14,09:00,5,0.560,38.215,-85.758,38.222,-85.763,6,8
e9810d64-8feb-57ed-a533-e2b170c94403,2020-02-14,09:15,2020-02-14,09:30,9,0.727,38.204,-85.763,38.213,-85.767,6,9
4416d88f-0c7d-5ff8-b43a-72123be0d89c,2020-02-14,09:15,2020-02-14,09:30,7,0.114,38.217,-85.758,38.218,-85.757,6,9
de8dcda6-301c-5a59-9579-5c24b93fe0e0,2020-02-14,09:15,2020-02-14,09:15,3,0.416,38.255,-85.757,38.256,-85.762,6,9
58c2588e-fea3-525e-91f9-a7d91c7f583c,2020-02-14,09:15,2020-02-14,09:15,5,0.686,38.254,-85.755,38.254,-85.747,6,9
8e1840e9-bc53-5097-b7ad-c092df02b4db,2020-02-14,09:30,2020-02-14,09:30,3,0.432,38.221,-85.763,38.215,-85.761,6,9
e86b09a1-5d48-548b-b7dc-e797f9a4cce9,2020-02-14,09:30,2020-02-14,09:30,3,0.501,38.255,-85.755,38.253,-85.757,6,9
3685c1ed-6f56-5f17-b271-cded853d2209,2020-02-14,09:30,2020-02-14,09:30,2,0.273,38.218,-85.759,38.219,-85.761,6,9
0adfddaa-6a7f-5be0-a45e-c69ace1b774c,2020-02-14,09:45,2020-02-14,10:00,11,0.766,38.219,-85.754,38.219,-85.754,6,9
07a16a3b-48dc-5d56-a1f2-8e19fc54dfc0,2020-02-14,09:45,2020-02-14,10:00,4,0.467,38.215,-85.756,38.22,-85.759,6,9
f7b43d37-c905-5fa1-b062-411f83b77bf0,2020-02-14,09:45,2020-02-14,09:45,2,0.442,38.213,-85.752,38.214,-85.76,6,9
0b817e24-e446-5258-b8b3-19c3fb7d0001,2020-02-14,10:00,2020-02-14,10:00,2,0.006,38.193,-85.648,38.193,-85.648,6,10
d6ad6653-20a6-5f0a-83c9-27bfd71a571e,2020-02-14,10:00,2020-02-14,10:00,1,0.004,38.193,-85.648,38.193,-85.648,6,10
2e01f8be-c4f9-52aa-b4d9-6cfa250c806c,2020-02-14,10:00,2020-02-14,10:15,1,0.003,38.193,-85.648,38.193,-85.648,6,10
a5387607-d2e4-5a19-a744-d8cb7191c915,2020-02-14,10:00,2020-02-14,10:00,1,0.007,38.193,-85.648,38.193,-85.648,6,10
5c0203b4-8789-58dc-bfc7-d7008622ff06,2020-02-14,10:00,2020-02-14,10:00,1,0.005,38.193,-85.648,38.193,-85.648,6,9
818d0b58-d23a-50bd-b7cf-de0412b989f0,2020-02-14,10:00,2020-02-14,10:00,1,0.004,38.193,-85.648,38.193,-85.648,6,10
ff0479e6-6df4-532e-97a4-fda2136aa022,2020-02-14,10:00,2020-02-14,10:00,1,0.012,38.193,-85.648,38.193,-85.648,6,10
baa4d6d8-67c7-5df7-a3c2-1e84939224c7,2020-02-14,10:00,2020-02-14,10:00,1,0.005,38.193,-85.648,38.193,-85.648,6,10
eca397cc-e1ca-54b0-80c7-2ec9e3903a55,2020-02-14,10:00,2020-02-14,10:00,1,0.005,38.193,-85.648,38.193,-85.648,6,10
70566186-9d8b-5d83-80b7-ef490486e0a9,2020-02-14,10:00,2020-02-14,10:15,1,0.003,38.193,-85.648,38.193,-85.648,6,10
3b9f0c36-021a-5bd3-8743-c2c194cb3f98,2020-02-14,10:00,2020-02-14,10:00,1,0.008,38.193,-85.648,38.193,-85.648,6,10
6711f262-f9a0-5220-b9b7-9ef200a8744b,2020-02-14,10:00,2020-02-14,10:00,2,0.005,38.193,-85.648,38.193,-85.648,6,10
d165f348-407b-5884-97a3-ec4c16804d66,2020-02-14,10:00,2020-02-14,10:00,1,0.010,38.193,-85.648,38.193,-85.648,6,10
24eefc60-983d-5aa5-88b9-b7fb5ffd6b1c,2020-02-14,10:00,2020-02-14,10:00,1,0.024,38.193,-85.648,38.193,-85.648,6,9
df64807b-0d9a-5287-850d-e1e053fb6d43,2020-02-14,10:00,2020-02-14,10:00,1,0.005,38.193,-85.648,38.193,-85.648,6,10
ea89fb18-2401-5919-a3f8-3dd6e4c570b2,2020-02-14,10:00,2020-02-14,10:00,1,0.005,38.193,-85.648,38.193,-85.648,6,9
6881ddc3-e7ff-5cce-9650-ca5170bb7d0e,2020-02-14,10:15,2020-02-14,10:15,1,0.001,38.193,-85.648,38.193,-85.648,6,10
